slackapi/node-slack-sdk,codecov,2017-12-18T15:33:44Z,forcing the merge. i don't think there's any point in waiting on codecov.,neutral
elastic/kibana,selenium,2016-10-10T15:18:00Z,to hook into the event via selenium we would have to remotely execute custom javascript in the browser context. that never worked out well for me in the past though. imho using a visual indication with `find()` or `try()` would be preferable.,neutral
elastic/kibana,selenium,2016-10-11T20:47:35Z,wip [tests/functional] support running the selenium tests from plugins,neutral
elastic/kibana,selenium,2016-10-13T10:13:32Z,improve discovery test stability and readability. as suggested in #8543. static `sleep()` calls tend to make the tests less reliable and more time-intensive to run. using the built-in waiting mechanism in selenium or the `try()` helper are preferable if the test needs to wait for specific conditions.this pr tries to improve that in several ways:- it removes `sleep()` calls where the preceding or subsequent operations already include polling (e.g. via `getspinnerdone()`).- it removes `sleep()` calls before `verifychartdata()` calls. because that already includes retrying via `try()`.- it wraps some time-sensitive expectations in `try()` calls.additionally. it improves the readability of the file by converting most promise chains to `async/await` and clarifying the intent of some test cases.,negative
elastic/kibana,selenium,2016-10-17T15:21:11Z,no. both of those look like selenium issues not real test failures.,negative
elastic/kibana,selenium,2016-10-19T19:22:52Z,just waiting on intake and selenium to run before merging these,neutral
elastic/kibana,selenium,2016-10-21T19:10:56Z,'admin view' of save object relationships. **describe the feature**:  i've had a few occasions where it would have been very useful to be able to quickly see the hierarchy of saved objects in a dashboard.  for example. i open a dashboard while logged in as a user who has access to logstash-\* but not metricbeat-\* and. as expected. i get an error about the metricbeat data.  but which visualization in the dashboard is using metricbeat data?  the visualization name doesn't always give it away.what i'd like to see is something like this;- first we have dashboards on the left- the next column lists the visualizations on those dashboards- some visualizations are not on dashboards so they're at the end without a dashboard- the next column are searches. either the ones used by the visualizations or one directly on dashboards- there might also be some searches not used in any dashboards or visualizations so they would be listed at the end- the last column are indexes (index patterns actually) and would be the source of the visualization and/or searcheverything in the table would be a link to jump directly to that view.it might make sense to support sorting on the columns to make it easy to find. for example. that some visualization is used on 3 different dashboards.it might also be useful to allow filtering at least on some columns.  maybe just on dashbaords?| dashboard | visualization | search | index || --- | --- | --- | --- || packetbeat cassandra | cassandra responsekeyspace | cassandra search | packetbeat-* || packetbeat cassandra | cassandra responsetype | cassandra search | packetbeat-* || packetbeat cassandra | cassandra responsetime | cassandra search | packetbeat-* || packetbeat cassandra | cassandra requestcount | cassandra search | packetbeat-* || packetbeat cassandra | cassandra ops |  | packetbeat-* || packetbeat cassandra | cassandra requestcountstackbytype |  | packetbeat-* || packetbeat cassandra | cassandra responsecountstackbytype |  | packetbeat-* || packetbeat cassandra | cassandra requestcountbytype |  | packetbeat-* || packetbeat cassandra | cassandra responsecountbytype |  | packetbeat-* || packetbeat cassandra | navigation |  |  || packetbeat cassandra |  | cassandra queryview | packetbeat-* || packetbeat thrift performance | navigation |  | packetbeat-* || packetbeat thrift performance | thrift requests per minute |  | packetbeat-* || packetbeat thrift performance | thrift rpc errors |  | packetbeat-* || packetbeat thrift performance | slowest thrift rpc methods |  | packetbeat-* || packetbeat thrift performance | thrift response times percentiles |  | packetbeat-* ||  | top thrift rpc methods |  | packetbeat-* ||  | top thrift rpc calls with errors |  | packetbeat-* |i started a little experiment in the selenium test framework just because i'm getting familiar with the elasticsearch client there.  my first attempt started with getting the dashboards and parsing out the panels (which could be visualizations or saved searches) and listing them out.  ```    return esclient.search('.kibana'. 'dashboard')    .then((response) => {      pageobjects.common.debug('found ' + response.hits.total + ' dashboards');```i parsed the visualization ids out of each dashboard object like this;```json.parse(response.hits.hits._source.panelsjson).id```and then i tried doing a get on each visualization.id.  this was sort of working. but i wasn't getting the console output how i wanted and probably needs to be re-thought if it were to end up in kibana or as a plugin.i chatted with cjcenizal about it and agreed it would be much more efficient to just do 3 searches. 1 for dashboards. 1 for visualizations. and 1 for searches. and join those results afterwards.,neutral
elastic/kibana,selenium,2016-10-24T18:59:00Z,that looks pretty cool. but i'm not sure how well it would scale to a large number of visualizations.  if it were interactive and mousing over a object would highlight it's line and dim the others like our other charts do that might help a lot.  and/or if you could apply filtering on some columns like dashboards so that you're only looking at a subset of the data it might be great.,positive
elastic/kibana,selenium,2016-10-29T14:25:39Z,^ i just want to see an updated selenium build with this change.,neutral
serverless/serverless,mocha,2017-08-24T15:26:58Z,> pmuens i applied that. i've also added --no-exit to mocha setup. as without this. tests program would still be vulnerable to hidden errors issue. more info on that here -> mochajs/mocha#2879very nice! thanks for the updates medikoo !,positive
serverless/serverless,coveralls,2017-08-25T08:04:42Z,bring back coveralls integration. # this is a feature proposal## descriptionwe should re-introduce coveralls asap as it makes it significantly easier to analyze test coverage for prs and maintain a stable and healthy codebase.,neutral
serverless/serverless,coveralls,2017-08-30T07:08:07Z,this was added yesterday. thanks for adding brianneisler !closing...,positive
valor-software/ngx-bootstrap,sauce,2017-03-01T09:15:21Z,k20human just edit css files. the problem in 'display: block'. delete it or replace to another style. besauce 'transitions' doesnt work with display: block in that case. it helps for me. but after that i tryed swiper and its awesome,positive
valor-software/ngx-bootstrap,codecov,2017-06-07T18:00:48Z,so ... if i understand the `codecov` report correctly. because i took code that had no coverage and made it have more lines. i've made things worse.  fair enough.,negative
Azure/autorest,standard,2017-07-18T23:48:36Z,begoldsm note that the docs actually say> to overcome this limitation an "x-ms-paths" extension was introduced parallel to "paths". urls under "x-ms-paths" are allowed to have query parameters for disambiguation. however they are removed during model parsing.i'll gladly add your practical illustration. though!> you must have a basic path without query parameters in the swagger paths block. all query param disambiguation must "overload" that basic path.well. not really/technically. it's just what we suggest since that way the swagger is as standard as possible... having the "basic path" in the `paths` block instead of `x-ms-paths` means one more method is visible to standard compliant tools...,negative
airbnb/javascript,eslint,2017-04-10T19:25:35Z,for your edge case: that can totally happen. but that's the case for an eslint override comment. which is an explicit indicator that this single-export file is intended to be a multiple-export file.given that - that you'd basically never have to change a default export to a named export - the refactoring power is all in the filename. meaning. you a) change the filename and rename all the imports (importjs can do this for you; eslint-plugin-import will ensure you didn't miss any); b) renaming any of the code in the file does not change how consumers import it; whereas with named exports. the name in the code is tightly coupled to the name that it's being imported by; c) this rule encourages more files that only ever export one thing. as the default. which is better for readability. maintainability. treeshaking. conceptual understanding. etc.,neutral
airbnb/javascript,eslint,2017-04-12T17:23:28Z,samkelleher are you sure you're running your local eslint. and not the global one?,neutral
airbnb/javascript,eslint,2017-04-12T17:26:00Z,wow super quick ljharb  thanks. yes installed it locally. i thought it would be weird for such a problem to to happen so i deleted my node_modules and tried again. now it works. bizarre. i should have have tried this before commenting. came back here to delete the comment and you had already replied! thanks.,positive
airbnb/javascript,eslint,2017-04-12T21:16:53Z,the expectation is that most people discover the configs from the guide. and not the reverse - the guide lists which sections have eslint rules. and any section that lacks a rule certainly would be a welcome pr to eslint.it is impossible to programmatically enforce *every* style rule. so the default assumption should be that an eslint config is simply the automatable subset of a style guide.,negative
airbnb/javascript,eslint,2017-04-12T23:35:23Z,willibaur (separate from using the leading `_`. which this guide forbids) yes. the eslint rule wants an explicit return - `return null;` or `return undefined;` would seem appropriate.,neutral
airbnb/javascript,eslint,2017-04-13T19:21:09Z,only stage 4 features are supported. if you are using something stage 3 and below. use `"babel-eslint"`.basically. use `parser: "eslint"` until something breaks. which indicates that you are using an es feature which hasn't made it into acorn yet. then switch to `"babel-eslint"`.,neutral
airbnb/javascript,eslint,2017-04-15T17:10:22Z,this is a bug for eslint-plugin-jsx-a11y; not for this repo.however. roles are supposed to be a last resort; that should really be a `<button>`.,neutral
airbnb/javascript,eslint,2017-04-15T17:18:43Z,merriam (1) is a flaw in mocha; it should provide another api that doesn't depend on `this`. re (2). the overarching value of ensuring all function expressions have names outweighs the slight redundancy when it's used in a mocha test context.**nothing** is an animal that needs `this`. unless it was poorly designed in the first place to require it.,negative
airbnb/javascript,eslint,2017-04-18T20:19:39Z,i believe our eslint config requires `‼` over `boolean()`. fwiw (if not. it should be). `boolean` isn't as safe because i can do `global.boolean = function () { return false; }` for example.,neutral
airbnb/javascript,eslint,2017-04-19T07:21:56Z,ljharb i feel like things work the other way around because in my experience people get recommended 'eslint'. often 'with the airbnb style guide.' the airbnb style guide being the eslint config. not the actual style guide. i realize without solid numbers it's hard to support either position.> so the default assumption should be that an eslint config is simply the automatable subset of a style guide.precisely what i missed. i thought the justification for the rules in the configs was all there was. i thought everything 'airbnb on good style' was written in response to eslint. and thus based on the available rules. now i discover it is (more sensibly) written in response to javascript and all its rules. regardless. i've never seen someone link one of the unsupported style guide rules and didn't know they exist but that might just be me.if i can find the numbers to support my experience i'll re-open .,negative
airbnb/javascript,eslint,2017-04-21T15:57:01Z,mocha arrow-function and unnamed function errors.. hello community i am receiving errors whenever i am using using `describe(function(){})` in my code.how can i get rid of these errors?here is my .eslintrc.yml.```extends: airbnb-baseplugins:  - standard  - promiseenv:    node: true    mocha: truerules:    indent: ["error". 2]    semi: ["error". "always". {omitlastinonelineblock: true}]    no-eval: ["error"]    no-trailing-spaces: ["error"]    one-var-declaration-per-line: ["error". "initializations"]    no-irregular-whitespace: ["error"]    no-var: ["error"]    no-empty: ["error"]    linebreak-style: ["error". "unix"]    eol-last: ["error". "always"]    no-console: ["warn". {"allow": ["warn". "error". "info"]}]    no-use-before-define: ["error". { "functions": false }]    no-unused-vars: ["error". {"argsignorepattern":"^next"}]```tried to add mocha-plugin like so:```plugins:- mocharules:mocha/no-arrow-function: "error"```but it still gives me errors.,negative
airbnb/javascript,eslint,2017-04-21T16:02:08Z,i'm not familiar with the mocha plugin; but our guide requires you either name your functions or use arrow functions. especially and including in mocha tests.,neutral
airbnb/javascript,eslint,2017-04-21T16:08:02Z,i've named my function. but it still outputs error: `prefer-arrow-callback`.,negative
airbnb/javascript,eslint,2017-04-21T16:27:31Z,can you provide the error output?,neutral
airbnb/javascript,eslint,2017-04-21T16:36:58Z,can you also provide the exact code that's producing those errors?,neutral
airbnb/javascript,eslint,2017-04-21T16:38:53Z,ok so - none of those functions are named. `function (done) {` is an anonymous function - that either needs to be `(done) => {`. or `function something(done) {`.,neutral
airbnb/javascript,eslint,2017-04-21T16:43:29Z,as i said even if i name a function i am still receiving error with `prefer-arrow-callback`,negative
airbnb/javascript,eslint,2017-04-21T16:49:35Z,ah. why do you want them to not be arrows?,neutral
airbnb/javascript,eslint,2017-04-21T16:51:52Z,because using arrows in mocha is discouraged.,negative
airbnb/javascript,eslint,2017-04-21T16:57:29Z,only if you need to use `this` for timeouts and the like; which this eslint rule will allow.using arrows in mocha is encouraged by this guide; mocha is wrong to discourage them.you can certainly create a `test/.eslintrc` to disable rules just for tests. if you insist.,positive
airbnb/javascript,eslint,2017-04-21T17:42:13Z,blueraja for something that oddball. i'd say just use an eslint override comment around your for..in :-),neutral
airbnb/javascript,eslint,2017-04-28T01:46:21Z,to answer your question vzhen you can also use `this.constructor.renderscene`.what are your thoughts on this approach ljharb - is it ever used airbnb?,neutral
airbnb/javascript,eslint,2017-04-28T03:45:56Z,you should never use the constructor property; it's not reliably present nor is it robust against tampering. since there's no language keyword to mean "the current class". you should simply hardcode it.,neutral
airbnb/javascript,eslint,2017-04-28T06:51:06Z,iknowcss performance is irrelevant. and the least important thing for a style guide. or when writing code overall. what happens under the covers is also *entirely* irrelevant - that `map` is implemented as a loop. for example. no more makes map a loop then a gasoline vehicle engine is an explosion.(eslint also now covers this case. fwiw.)to wrap up. mutation should always be avoided; performance of a given function almost never matters; and don't pretend the way the interpreter is written matters.,negative
airbnb/javascript,eslint,2017-04-29T09:41:07Z,provide a full config example. hi.please provide a full eslint config example in the end. that makes easy for everyone to copy and paste that.like this:```json{  "no-var": true}```thanks.,positive
airbnb/javascript,eslint,2017-04-29T09:58:54Z,empireworld i have no idea what you're referring to; the point of using our eslint config is that you don't copy and paste anything.perhaps  is what you're looking for?,neutral
airbnb/javascript,eslint,2017-04-29T10:13:53Z,i mean write all description configurations in one example.,neutral
airbnb/javascript,eslint,2017-04-29T18:36:22Z,that's what eslint's docs are for; you'll notice that each rule lists the eslint rule(s) that it applies to is a link to the relevant documentation.,neutral
airbnb/javascript,eslint,2017-04-30T05:21:08Z,so write total of eslint rule links in a single config.,neutral
airbnb/javascript,eslint,2017-05-02T16:02:59Z,my suggestion would be to not use grunt or gulp to run eslint; but rather to run it with an npm run-script instead.,neutral
airbnb/javascript,eslint,2017-05-02T16:19:17Z,are you sure you're running the local eslint? issues with rule options like this often mean you're running an older eslint.,neutral
airbnb/javascript,eslint,2017-05-02T16:28:44Z,ljharb what do you mean with "running the local eslint"? i installed it with `npm install eslint` but also with `npm install eslint -g` while testing why this bug occurs.,neutral
airbnb/javascript,eslint,2017-05-02T16:43:04Z,for testing. do `./node_modules/.bin/eslint path` or use your npm run-script.,neutral
airbnb/javascript,eslint,2017-05-02T18:09:04Z,flavium that's your problem. yarn doesn't respect automatic updating of semver ranges. so you probably aren't actually using the latest eslint in your yarn.lock file.,positive
airbnb/javascript,eslint,2017-05-02T18:34:56Z,i think i wasn't clear. this error appears when running eslint after installation. package installation works just fine.,positive
airbnb/javascript,eslint,2017-05-02T19:31:51Z,oh hmm. that's very much not the standard way to use eslint. so your module is like a runner for eslint?if you can reproduce the issue in the project that has eslint directly defined. i can help. but otherwise i'd need the full setup (and it's almost certainly an eslint issue. not an airbnb config issue - you'll probably be able to reproduce it with that one rule's config and none of airbnb's stuff),neutral
airbnb/javascript,eslint,2017-05-05T19:48:33Z,i recently discovered that eslint have made the change to the rule default too,neutral
airbnb/javascript,eslint,2017-05-05T20:03:15Z,true - but actually shipping this change now will help make the change to eslint v4 not be breaking - when v4 comes out. it'd be ideal to support both v3 and v4 in a semver-minor release.,positive
airbnb/javascript,eslint,2017-05-10T13:48:15Z,question: new release. is it possible for you guys to cut a new release soon? some of us using your package for eslint (which is amazing) would like to take advantage of the updated eslint-plugin-jsx-a11y.,neutral
airbnb/javascript,eslint,2017-05-10T21:09:25Z,cycomachead hmm. a pr might help explain what you mean. certainly i don't want `[]` to override defaults. and that's a mistake i may have indeed made when upgrading; i'm not sure when `['']` appears.,negative
airbnb/javascript,eslint,2017-05-10T21:09:39Z,kerenchandran i'm waiting on some bugfixes in eslint-plugin-react before releasing.,neutral
airbnb/javascript,eslint,2017-05-10T22:49:15Z,hm. that line certainly was meant to be an empty array.our rules intentionally document all options. including replicating defaults. if you find a place where that's not the case. please do make a pr to correct it.separately. if you find a place in `eslint-plugin-import` where providing the default explicitly errors. please file it there. because that's a bug in the plugin.,negative
paulmillr/es6-shim,mocha,2014-08-04T08:23:44Z,probably what would be worthwhile in the sort-term is a mocha-test262 bridge. to allow mocha to run test262 test cases.  that would let us gradually convert test cases over. instead of having to do it all in one big lump.,positive
paulmillr/es6-shim,mocha,2014-08-05T14:32:55Z,> probably what would be worthwhile in the sort-term is a mocha-test262 bridge. to allow mocha to run test262 test cases. that would let us gradually convert test cases over. instead of having to do it all in one big lump. yes. i am hoping to build something like that because the python console runner we are currently using for test262 is pretty limited.,positive
linnovate/meanio,mocha,2016-01-17T21:17:09Z,adds the ability to run tests. - moves to gulp from grunt. standard for mean- creates `gulp test` that runs mocha on './test` directory- sets `npm test` to run `gulp test`the current tests fail. but this is just meant to allow them to run.,negative
linnovate/meanio,mocha,2016-01-18T04:30:59Z,looks like you removed the postinstall that installs the server stuff. like express?  admittedly not the best setup ever. but does express etc install now?,positive
linnovate/meanio,mocha,2016-01-18T05:12:22Z,yea. the postinstall got accidentally removed.  i didn't see the scripts section when i first opened the package.json. so made my own. then on some npm operation. probably mongoose. it moved my scripts definition up and on top of the existing one.i wonder what mechanism it is that enforces the order of the config file. anyway. replaced the postinstall.,negative
angular/angular-phonecat,selenium,2016-06-08T15:57:14Z,i use selenium webdriverjs and i have this same problem but i can not find the rotractor-conf.js,negative
velesin/jasmine-jquery,jasmine,2014-09-10T13:51:37Z,scriptsrc undefined in loadfixtureintocache_. variable 'scriptsrc' is undefined in error callback in 'jasmine.fixtures.prototype.loadfixtureintocache_',neutral
velesin/jasmine-jquery,jasmine,2014-09-16T22:14:04Z,sorry. i see in the code that jasmine-jquery supports this feature.,negative
velesin/jasmine-jquery,jasmine,2014-09-26T22:23:42Z,tohavebeentriggered() resturn true but obviously my handler function is not called. i'm trying to use jasmine-jquery to test my jquery ui widget. i spy click events on it. tohavebeentriggered() reports a click when i trigger "click" on it but my handler inside my widget is not called at all (put a console.log in it to be sure)someone do knows what could be wrong ?,negative
velesin/jasmine-jquery,jasmine,2014-09-27T17:46:02Z,can you give an example of how you used the spy? the spy will normally "replace" the function that you spy on. so it will not call the functions called by the original function. unless you use andcallthrough() like so:`spyon(obj. 'method').andcallthrough()` or `and.callthrough()`,neutral
velesin/jasmine-jquery,jasmine,2014-09-27T19:42:19Z,``` javascriptvar spyevent = spyonevent('#test'. 'click');$('#test').trigger('click');expect('click').tohavebeentriggeredon('#test');expect(spyevent).tohavebeentriggered();```all events attached to the #test element in the code i want to test are not triggered. but both expect doesn't raise any errors in the test (meaning the click was triggered and catched),neutral
velesin/jasmine-jquery,jasmine,2014-09-28T17:03:46Z,well. i'm confused :)in fact. i did not realise my fixture was reloaded before each of my test. and so. i have to re instanciate my jquery ui widget on each test as well.,negative
velesin/jasmine-jquery,jasmine,2014-10-01T18:15:28Z,fix order of arguments to util.equals in wastriggeredwith.. this was preventing jasmine.objectcontaining to be used in tohavebeentriggeredonandwith.,neutral
valor-software/ng2-file-upload,karma,2017-05-19T12:42:12Z,update karma.conf.js for angular/cli package.. previously it was configured for old angular-cli package and it doesn'twork anymore. pre-commit hooks with tests even prevent from committing.,neutral
videojs/video.js,standard,2017-08-22T13:37:38Z,i think "fix" is appropriate here. if our goal is emulating/mirroring the standard behavior. this gets us closer to that in a way it wasn't before.for `enterfullscreen` on the `html5` tech. if it's platform-specific. maybe it should have that as a condition? what happens without that call to `play()` in ios?yeah. i think that can probably be safely removed. based on my assumptions about browser usage.but heff's concerns are valid as well.,negative
videojs/video.js,sauce,2015-05-18T21:15:40Z,forbesjo was attempting to switch to grunt-sauce(something). which bootstrap uses and seems to be having better luck with. but joe still ran into a bunch of random browser errors. joe can you make a pr with however far you got. incase someone else wants to try to get farther?,positive
videojs/video.js,karma,2014-09-02T17:42:53Z,just updated the docs. but let us know if you still need help getting karma working. should be pretty easy now. but i usually stick with running `grunt karma:dev` so i don't have to bother with the sauce labs business.,positive
sitespeedio/browsertime,selenium,2016-03-31T11:56:49Z,add screenshot  functionality. it "should" be easy to add screenshot capability using selenium. would be good also so that the coach could have that functionality so you are sure what you test.,positive
expressjs/express,eslint,2018-08-13T17:03:20Z,frederikhors you can add this line right above the line with the `next` argument - `// eslint-disable-next-line no-unused-vars`,negative
expressjs/express,eslint,2018-08-13T22:15:19Z,niftylettuce thanks. i dropped out eslint for standardjs.,positive
solid/node-solid-server,standard,2017-01-20T18:02:29Z,pr feedback addressed in the latest commit.- added docstring to `allow(mode)` handler.- renamed `getuserid()` to `getrequestingwebid()`- returning `null` explicitly in `getrequestingwebid()`.- updated the test description strings- removed explicit testing for 500 errors- removed `.catch()` blocks in the tests.- added tests for utils/debrack()> the `allow` handler itself isn't tested but should be. it would be a good use case for a http mocking library such as nock. perhaps this is more of an integration level test?it's being tested on an integration level in `test/acl.js`.> are we running standard on the tests? i'd argue we should.yes. our `npm test` also invokes `standard` on the tests directory.> the lack of newlines between test cases makes them a bit hard to read for me.no prob. added more newlines.> the `documentfetcher` function isn't tested. since it's basicly just a web client. rather than write a bunch of tests for it. couldn't we use the solid web client directly?yeah. refactoring the `documentfetcher()` function is on my to-do list (it's used extensively in `acl-checker.js`. and tested indirectly in `test/acl.js`). writing tests for it is out of scope for this pr.,negative
morrisjs/morris.js,mocha,2014-02-05T05:51:01Z,ok. i think this tests coverage is not ready feature. because for better coverage report we need to rewrite tests in some way to use mocha with phantom.js instead of spec/specs.html.,neutral
morrisjs/morris.js,mocha,2014-02-05T12:43:15Z,added prettify from cdn too.had to update grunt-mocha package to fix npm test command.now the issue is that though every test passes when npm test is ran. spec/specs.html has 1 failing spec: `barsize option svg attributes should set width to options.barsize if possible`.everything else looks good to me :+1:,negative
prettier/prettier,eslint,2018-05-12T20:17:24Z,for some reason. formatting is done properly (without the extra `{' '}`) when i rename the file to have a `.jsx` extension. (note: i am using `prettier` through an `eslint` plugin). here's my `.eslintrc` if that makes any difference:```{  "extends": ["react-app"].  "plugins": ["prettier"].  "rules": {    "prettier/prettier": [      "error".      {        "printwidth": 120.        "tabwidth": 4.        "singlequote": true.        "trailingcomma": "all"      }    ]  }}```(i'd rather not have to stay renaming files to `.jsx`).,negative
prettier/prettier,eslint,2018-05-14T06:03:39Z,bakkot > neither airbnb nor google recommend this style. it is not the style used by jquery. react. preact. bootstrap. babel. typescript. flow. express. angular. v8. spidermonkey. rxjs. lodash. istanbul. node. ember. d3. socket.io. qunit. jest. ava. jasmine. webpack. polymer. chartjs. gulp. bluebird. ramda. esprima. yarn. handlebars. immutable. uglifyjs. grunt. jsdom. glamorous. koa. eslint. or indeed prettier itself.this is a list of companies that doesn't use standard style. not the companies that use prettier style. am i wrong ?,negative
prettier/prettier,eslint,2018-05-14T10:00:37Z,kosai106 no please disregard my message. it was a fault on my end. i think i have a prettier plugin (or some other formatter) in my vscode setup which auto formats on save. i was experimenting on the current project to format on save through eslint (with prettier plugin). there must have been some conflict between the two... i forgot i switched to another project and enabled the editor's format on save setting (as this project did not have the eslint setup to format on save). going back to this project. both pieces of software were formatting on save and i got very unpredictable results.my fault - i now put a project specific `settings.json` file in the project that formats through eslint / prettier plugin.sorry. not completely sure about my own setup... i just want to format on save ^^; (copy / pasted my way through).thanks!,negative
prettier/prettier,eslint,2018-05-15T17:57:41Z,duailibe oh ok! as with the eslint-react rule. and since i implemented this. i believe it's something that makes sense to implement on a per-project basis. but i get what you're saying. sorry i misunderstood.,negative
prettier/prettier,eslint,2018-05-16T19:36:41Z,i see what you mean. that’s the approach i’ve taken with eslint in several projects: `eslint .` and a .eslintignore that needs to be kept up-to-date. i’ve also tried to first ignore everything and then un-ignore the things i care about. but always bumped into issues as well. i wonder if there’s an eslint issue we could take experience from.,neutral
prettier/prettier,eslint,2018-05-27T11:02:25Z,aboyton i think it's always a good thing to discuss best coding style in your company. are you just a company manager or do you code all day long and deal with code styles?because people who code discuss best  style and use it as convention. despite tools that force them to use bad styles. if conventions are broken by "tool forced style". then you throw this tool to trash bin. that's it.btw: large company or small that doesn't matter. developers must communicate with each other.and to be clear... problem with prettier is not the style that "i don't like". its the style that "doesn't work out of the box with initial vue projects". so please keep this in mind...there was a suggestion to configure eslint options.that works just fine.but... i will have to configure every single future project. just one additional step in workflow. this is less efficient than change one option in text editor.but people doesn't care about efficiency..... :/,positive
prettier/prettier,eslint,2018-05-31T12:00:32Z,is there any workaround to that problem? i am happy to configure eslint to accept that kind of formatting. it throws errors and wrecks the deployment for me.,negative
prettier/prettier,eslint,2018-05-31T12:49:45Z,duplicate of #1267you should use `// eslint-disable-next-line` instead.,neutral
prettier/prettier,eslint,2018-06-01T23:10:48Z,gillesdemey > standard can be configured every which way you want by either using standardx or the shareable eslint config – so standard doesn't have to make any changes. it's already very flexible.it is not an option to typescript users. also. i agree with coolemur. about the prettier config does not work out of the box with initial projects. change the style-guide suggested by a framework. like angular or vue. is not good for the community.,neutral
prettier/prettier,eslint,2018-06-02T00:14:12Z,bakkot standardx is not an option to typescript users. because it uses .eslintrc file to specify the rules. i don't like the space on named functions as well. sorry. i was talking about the space after an anonymous function. (i know. wrong thread),negative
prettier/prettier,eslint,2018-06-02T11:44:08Z,ericanderson> another absurd example: go ask eslint to support typescript so you can use standardxwe can always leave things as they are and never fix anything or make things better. right ?,neutral
prettier/prettier,eslint,2018-06-08T18:53:20Z,i know my answer isn't your problem but i just want to share for somebody try to find same problem with eslint.in my `.eslintrc` file i added  `indent: ['error'. 'tab'].`. it make my template literal break new line. just remove it,negative
caolan/async,mocha,2016-07-12T17:00:24Z,fix nyc/code-coverage testing. do not run sub-context tests under nyc.  nyc uses a separate contex to track code. so tests using a separate context fail under nyc with errors like the following:```1) parallel parallel call in another context:   referenceerror: __cov_glcsdg93mvwqrnbtqi1isfaseto is not defined    at evalmachine.<anonymous>:1:16    at evalmachine.<anonymous>:1:569    at contextifyscript.script.runinnewcontext (vm.js:18:15)    at object.exports.runinnewcontext (vm.js:49:17)    at context.<anonymous> (mocha_test/parallel.js:3:954)```this commit also removes the redundant `&& nyc report` from the end of the npm coverage script (nyc outputs the report by default).fixes #1225,negative
caolan/async,mocha,2016-07-14T16:47:48Z,use mocha tag for non-browser tests. fix asyncify promisified browser tests. removes browser checks in tests.  fixes asyncify promisified to run in browser (fixes #1235),neutral
caolan/async,mocha,2016-07-14T19:23:20Z,nice :exclamation:,neutral
gaearon/react-hot-loader,mocha,2018-02-19T16:45:12Z,dx improvements. ### descriptionas a react ecosystem developer. i want to ensure my hocs work with rhl. right now it is hard to achieve.### actual behaviornothing helps react ecosystem developer to verify that rhl works with hocs they create.### expected behaviori would like to see some few improvements:* in-depth walk through rhl's life-cycle methods to understand how does it work in details* sort of sdk to mimic different rhl's life-cycle methods to ensure hocs works with it the way developers intend to (perhaps rhl-dev).* few recipes of sdk usage with different popular libraries and test runners (react-redux. react-intl. etc and mocha. ava. etc),neutral
gaearon/react-hot-loader,mocha,2018-02-20T16:51:21Z,gaearon i agree. now that the project is stable. we have to make it cleaner. and to do it we have to make changes in react.,neutral
gaearon/react-hot-loader,mocha,2018-02-20T16:59:36Z,does the project currently add any custom hooks to components beyond the react api? i noticed something called `componentdidrender` and wasn't sure what that is.,neutral
