bower/bower,coveralls,2014-11-20T18:36:49Z,seems like coveralls failed to run on this pr. hence travis fail ...,negative
pugjs/pug,mocha,2013-07-10T10:23:00Z,can we have the readme change in a separate pull request?i think this is probably the wrong place to teach people to use `git` but also. it's simpler than you make out (and more consistent across other node.js modules).install dependencies:```npm install```run tests:```npm test```mocha gets automatically installed locally and therefore becomes available to npm's scripts (even though it won't work if you just type `mocha`).,negative
pugjs/pug,coveralls,2015-05-27T10:11:06Z,that's only coveralls. so i'm not too worried about that error.  the actual tests passed.,negative
Azure/autorest,standard,2016-11-18T22:27:53Z,ugh. had a less than thrilling conversation about that.turns out they don't want the canonical schema to include `$schema` because... they think it provides sub-standard validation support. and you should be required to use a tool that supports swagger and not json.,positive
airbnb/javascript,eslint,2016-08-16T23:06:25Z,awesomeaniruddh thanks. that'd be great! since we now basically forbid var in its entirety. we should focus this guide section on `const` and `let`. and make sure to link to the relevant eslint rule.,positive
airbnb/javascript,eslint,2016-08-17T00:21:21Z,ljharb there doesn't appear to be a relevant eslint rule.,neutral
airbnb/javascript,eslint,2016-08-17T20:35:55Z,hmm. interesting. i think `one-var` and `no-undef` are related. but don't directly forbid this usage. perhaps we should ask eslint to create a rule to specifically catch this?,negative
airbnb/javascript,eslint,2016-08-18T17:36:52Z,remove misleading reference to one-var eslint rule. this eslint rule does not enforce this style guide rule. i believe thatreferencing it here will cause people to believe that this is enforcedvia linting when it is not. as far as i know. there is no rule thatcurrently enforces this. but it would be nice to add one.,negative
airbnb/javascript,eslint,2016-08-19T17:09:06Z,callumlocke rather than an entry point. the current suggestion i'm entertaining would involve still extending "airbnb". but setting an environment variable in your `npm run-script` as part of your `eslint` command.,neutral
airbnb/javascript,eslint,2016-08-24T12:00:21Z,how have you configured linting for files located in project root? as an example we have a gulpfile.js in the root of our frontend project and it is used to build our bundle.js which is the actual shippable end result. gulp creates that bundle and it belongs to devdevepencies but the linter config makes that an error. one solution could be adding `.eslintrc` inside our ./src folder which has this rule enabled. and another .eslintrc in the project root which allows importing devdependencies. to my mind that sounds like the most correct approach as tests are not the only supporting code for the code base you might have.,negative
airbnb/javascript,eslint,2016-08-25T17:02:33Z,it looks like you're using a globally installed eslint - try `npm uninstall -g eslint` (or check the "local" box in atom).,neutral
airbnb/javascript,eslint,2016-08-25T17:21:41Z,haha thats why i used `eslint-config-airbnb-base` - don't think it has any of the react stuff,neutral
airbnb/javascript,eslint,2016-08-27T16:12:01Z,shinzui that would need to be done in core eslint. and i don't think one can statically know in a reliable manner that a given "reduce" is `array#reduce`.,neutral
airbnb/javascript,eslint,2016-08-31T01:48:15Z,and you don't have any other `.eslintrc` files anywhere. nor any inline eslint override comments in the file you're trying to lint?,neutral
airbnb/javascript,eslint,2016-09-04T16:04:46Z,temporary workaround for my project that is using eslint would be to add the rule to `.eslintrc`:```{  "extends": "airbnb".  "rules": {    "react/require-extension": "off"  }}```,neutral
airbnb/javascript,eslint,2016-09-05T23:09:03Z,gabro there's `no-underscore-dangle` which prevents it on identifiers - it seems like that would be a useful addition to the core rule. rather than a separate plugin. you should file an issue requesting it on `eslint` itself :-),positive
airbnb/javascript,eslint,2016-09-07T06:11:05Z,mcfiredrill no idea - please feel free to contribute to `eslint-plugin-import`. however. and we'd love to use the rule once it's written!,positive
airbnb/javascript,eslint,2016-09-07T06:13:45Z,since jscs is now deprecated and merged with eslint. there's no value in maintaining the jscs preset any further.,neutral
airbnb/javascript,eslint,2016-09-07T06:14:01Z,at this point. `eslint` is the defacto standard. and we highly recommend using that.,neutral
airbnb/javascript,eslint,2016-09-07T06:18:44Z,closing this for now - if an eslint rule exists somewhere that can help lint against this. we'll happily use it.,positive
airbnb/javascript,eslint,2016-09-07T15:59:35Z,you have to explicitly specify the parser in your `.eslintrc` as `babel-eslint` - we don't use that parser in our config.object rest/spread is still stage 2. and our style guide does not yet recommend its use.,neutral
airbnb/javascript,eslint,2016-09-08T08:04:12Z,array rest/spread is in es6/es2015 - you don't need babel-eslint for that. it's _object_ rest/spread that's just a proposal.the reason we don't use < stage 3 proposals is simple: they're not finalized. and they're subject to change. or to be withdrawn entirely. we want to use javascript. and proposals aren't javascript yet.,neutral
airbnb/javascript,eslint,2016-09-09T19:32:18Z,that helps make it usable. but i'm seeing problems with eslint-plugin-import; after settings `react/require-extension: off` all of my imports are throwing `import/no-unresolved` errors for every import (both absolute and relative). any ideas?,negative
airbnb/javascript,eslint,2016-09-09T19:34:16Z,- if not. it's related to your project's eslint configs. and not to that rule,neutral
airbnb/javascript,eslint,2016-09-12T20:29:59Z,i don't understand this rule. i thought `console.debug` was meant for debugging. messages that should be removed later. but why would there be no place for `console.info` or `console.warn` in production apps? for example create react app uses console.warn to show eslint warnings in the console.,negative
strongloop/strong-tools,eslint,2016-09-09T13:37:10Z,eddiemonge but why does this matter? its only an editor warning. i assume. its rare to open the js files from an npm install. it happens when trying to debug. but when you open an editor on a package internals. you are going into the guts of a package. you should be prepared for this.also. its not clear. are you reporting that strong-tools itself has a .eslintrc. or that slt-release does not hide the .eslintrc (as it does for the test and .travis.yml) when it releases? because i'm pretty sure that almost every npm package we publish has a .eslintrc.and what about when your editor complains that mocha or tap isn't installed. because it needs them to run the unit tests. because your editor has the great feature of showing test coverage inline. as it does eslint? we aren't going to add the test/ back into the pubished package!this is a rathole down which i'm not sure we want to go.,negative
strongloop/strong-tools,eslint,2016-09-09T20:32:17Z,eddiemonge please list the things you think strong-tools can automatically not include. otherwise this is not actionable.and i want to point out that tiny config files. like .eslintrc. have no measurable impact on package size.particularly when put along side the ludicrously large legal notices we are putting into all the packages. those might be close to 20% of the on disk size of apiconnect. iirc.,negative
chaijs/chai,mocha,2013-05-17T07:38:55Z,> chai's should/expect syntax will not work in all browsers as it depends on es5 getters/setters.ah okay. so that is how `expect(blah).to.be.null` works without a function call at the end! i always thought that it was just returning class instances... my bad.> the tests themselves are written with the mocha framework which has a tap reporter.> > chai is an assertion library and does not know anything about the state of tests. in an over-simplification. it throws semantic errors to be interpreted by a testing framework (if present).ah gotcha. so this pull request is just about getting the test suite for chai working in testling. not chai itself. so for myself. i'd just have to make sure whatever test runner i use supports tap. got it.---so all in all. if we want ie support. we got to look elsewhere. or do something radical like rewriting chai to use function calls instead of getters/setters. so `expect(blah).to().be().null()`,negative
chaijs/chai,mocha,2013-05-29T17:59:25Z,should "foo".should.be.djlksajdkla throw an error?. at the moment. all of the tests using invalid assertions like `"foo".should.be.djlksajdkla`  silently succeed (i'm using karma + mocha). is this expected behaviour?,positive
chaijs/chai,mocha,2013-05-29T19:58:00Z,unfortunately yes... see #147,neutral
chaijs/chai,mocha,2013-06-08T16:37:35Z,i ran node's mocha which passes the tests but i see travis balks on the browser tests. i'm on windows so i cannot run make to verify this (no grunt love here? :).,positive
chaijs/chai,mocha,2013-06-09T00:03:13Z,actually travis/make is configured to handle all the build output files itself and you should not be committing them in prs. i think mocha or mocha-phantomjs is having issues... we had to downgrade our mocha recently due to incompatibility but perhaps it has resurfaced. i will look into it further.,neutral
chaijs/chai,mocha,2013-06-12T13:06:34Z,a) if you are referring to the visual display (which i am assuming you are). this is a problem with mocha's object diff display mechanics ... likely not displaying `undefined` properties. you would search through [visionmedia/mocha](/visionmedia/mocha) issue queue or open one there with this report.b) if you are referring to the fact that this assertion should have passed. it is correct in not passing as you have a `innererror` property in one of the objects but not the other. that works as expected.closing this issue as it is either unrelated to chai (a) or works as expected (b).,neutral
chaijs/chai,karma,2014-01-05T08:29:00Z,karma...,neutral
chaijs/chai,karma,2014-01-05T08:45:24Z,works but needs `karma-phantomjs-launcher` added to the dependencies list,neutral
chaijs/chai,karma,2014-01-05T08:55:13Z,i had it using `canary` because `karma-sauce` wouldn't run alongside the karma in npm. i haven't checked recently to see if this works.if it still doesn't work with the karma from npm. perhaps we could lock to a commit or tag from ...,neutral
groupe-sii/sonar-web-frontend-reporters,eslint,2017-04-26T20:14:51Z,.eslintignore not read when generating eslint report. i have .eslintrc and also .eslintignore file.the .eslintignore file is not being read by the sonar reporter. how do i specify ignorepaths/files in the .srreporterrc ?i need to specify multiple files/folders hence a way to point to .eslintignore while running eslint would help,negative
velesin/jasmine-jquery,jasmine,2014-01-09T19:09:36Z,shenst1 i can't get them to play nicely. as travisjeffery mentioned. there are a few differences. so until those are resolved/accounted for. they probably won't work together properly.,negative
velesin/jasmine-jquery,jasmine,2014-01-09T19:13:01Z,travisjeffery oh man. i just noticed this is a pr not an issue. i have not tested/run my code against your changes. i was running everything against the latest release. please ignore my concerns as they probably are accounted for already.,negative
velesin/jasmine-jquery,jasmine,2014-01-15T14:15:51Z,update jasmine-jquery.js. with this the tests will pass with jquery 2,neutral
velesin/jasmine-jquery,jasmine,2014-01-16T13:56:48Z,the tests do not specify if the order of the elements in the jquery object matter in terms of two objects being equal. from experimenting it seems that that two objects with the same elements in a different order are considered equal. my concern is the implementation defers to the behaviour of the `is` function on the jquery object which also does not appear to define its behaviour in relation to the order of elements. and therefore could change and break tests relying on this behaviour.should a test be written to make this explicit?,neutral
velesin/jasmine-jquery,jasmine,2014-01-24T18:50:29Z,jasmine-jquery matchers don't working when jasmine-jquery is loaded using require. if you use the jasmine gem and then require(['jasmine-jquery']). the addmatchers function that is added to the list of beforefns (using beforeeach)  never gets called. and the matchers are not made available to the expectation object.,neutral
velesin/jasmine-jquery,jasmine,2014-01-27T04:43:48Z,also getting this.,neutral
velesin/jasmine-jquery,jasmine,2014-01-29T10:53:14Z,indeed. if i load jasmine-jquery via require.js. it works. sorry i did not think of doing that at first.,neutral
velesin/jasmine-jquery,jasmine,2014-01-29T17:49:08Z,fixed how jasmine gets loaded through jasmine gem. this still doesn't fix the problem. but it appropriately loads dependencies based on availability,negative
velesin/jasmine-jquery,jasmine,2014-01-29T17:49:29Z,that code would certainly not work. but this is closer: #175,neutral
velesin/jasmine-jquery,jasmine,2014-01-29T19:31:42Z,yeah jasmine-jquery v2+ works with jasmine v2+ only,neutral
velesin/jasmine-jquery,jasmine,2014-01-29T22:37:47Z,closing this then. there's no issue with jasmine-jquery. you're using the wrong jasmine/jasmine-jquery combo.,negative
velesin/jasmine-jquery,jasmine,2014-02-03T03:27:23Z,since jasmine-jquery v2 + jasmine v2 it's toequal. jasmine v2 doesn't support overriding built-in matchers,neutral
velesin/jasmine-jquery,jasmine,2014-02-06T22:16:20Z,this issue turned out to be caused by the element sticking around since it was not managed by jasmine-jquery fixtures. for some reason i thought my testrunner was resetting the dom after each test but it was not and this has revealed some other issues as well.now i do `setfixtures(element);` and manually clean up other stuff before each run.,neutral
pillarjs/send,eslint,2016-10-19T13:50:46Z,dougwilson awesome! i agree. it's an ugly fix haha. sure no problem. get back when you have time so we can work on this.^^ indeed poc! wanted you to see how it would work in koa.ah did i mess up the format? (i did run the eslint. didn't get any errors. or are you meaning something else?).yea need to write tests as well. i do agree.,negative
ninjadev/nin,eslint,2017-04-28T16:26:00Z,add more nin-globals to default eslintrc,neutral
raszi/node-tmp,istanbul,2018-04-14T16:23:02Z,robinhouston good find! thanks. in fact. on master we can see```      if (opts.discarddescriptor) {        return fs.close(fd. function _discardcallback(err) {      ...     }      /* istanbul ignore else */      if (opts.detachdescriptor) {        return cb(null. name. fd. _preparetmpfileremovecallback(name. -1. opts));     }```something must have gone wrong with the latest merges/rebases...,negative
videojs/video.js,standard,2016-12-22T14:13:33Z,i think it makes sense to keep things as similar to the current state as possible. or adhering to the standard (in the case of `src()` and `currentsrc()`).as an aside. the `blob:` url is a consequence of hls. right?,neutral
videojs/video.js,karma,2014-01-17T19:41:12Z,karma example is missing util. karma tests fail using the example karma.conf. because the util file is not included.,negative
videojs/video.js,karma,2014-01-21T16:49:00Z,i've updated the pr to include dependencies on all of the supported launcher packages. and configuration for them in `karma.conf.js.example`.,positive
videojs/video.js,karma,2014-01-24T00:38:44Z,thanks christophercurrie!bcjwhisenant do you want to give this a look since you're most familiar with the karma work?,neutral
videojs/video.js,karma,2014-01-24T00:40:50Z,thanks!,positive
mongoosastic/mongoosastic,eslint,2016-01-30T10:08:21Z,could you add documentation and tests for this feature? thanks.also. remove the custom eslint rule on the header.,neutral
valor-software/ng2-tree,codecov,2017-10-11T09:30:10Z,hi rychkog  could you help me understand what is the problem with codecov?is ti want me to write tests for the `loadnextlevel`. where should i add them.i haven't seend any tests for the other emitters.can you please help?thanks.tmaster,positive
babel/babel-loader,eslint,2017-03-09T16:23:45Z,it might be fine to just remove the few style rules we have in eslint-config-babel?,positive
EvanHahn/HumanizeDuration.js,standard,2016-05-11T11:03:09Z,add option for abbreviated units. this library is so excellent! after seeing that moment.js did not support granular display. i was very glad to see this.i am wondering if it wouldn't be too difficult to implement abbreviated units of time. for example:- s for seconds- m for minutes- h for hours- d for days- w for weeks- ? for months- y for years(i'm sure there's a standard for this somewhere).the reason why i'm asking is because i'm using this library for sending push notifications and it would save a lot of space if abbreviations could be used.,positive
EvanHahn/HumanizeDuration.js,standard,2016-05-11T14:18:56Z,you can do this by creating a humanizer with a new language. like so:``` jsvar shortenglishhumanizer = humanizeduration.humanizer({  language: 'shorten'.  languages: {    shorten: {      y: function() { return 'y' }.      mo: function() { return 'mo' }.      w: function() { return 'w' }.      d: function() { return 'd' }.      h: function() { return 'h' }.      m: function() { return 'm' }.      s: function() { return 's' }.      ms: function() { return 'ms' }.    }  }})shortenglishhumanizer(15600000)  // '4 h. 20 m'```does that help?,neutral
EvanHahn/HumanizeDuration.js,standard,2016-05-11T20:35:35Z,no worries!,positive
prettier/prettier,eslint,2017-09-14T07:17:59Z,azz well i did set `eslintintegration: true` so the case in the above screenshot should work. shouldn't it? 🤔,neutral
prettier/prettier,eslint,2017-09-14T10:37:58Z,lydell uhm wait a minute. i want the eslint rule to be enforced. i don't expect that prettier is adding the brackets. my issue is that **prettier removes the brackets when i add them**.can i change this?,negative
prettier/prettier,eslint,2017-09-16T15:22:50Z,i feel like the `parser` option is a bit of a leaky abstraction. it would be nice if the option was called `language` or something like that so you can pass `--language scss` and we'd figure out which parser to use.`parser` | `language` -|-babylon|javascriptflow|flowtypescript (actually `typescript-eslint-parser`)|typescriptgraphql|graphqlpostcss|csspostcss-scss|scsspostcss-less|lessparse5|htmljson (actually `babylon.parseexpression`)|jsonunfortunately changing this would obviously be an api breaking change.,negative
prettier/prettier,eslint,2017-09-17T23:03:44Z,is there any way to override this setting? it seems to be ignoring `"newline-per-chained-call": ["error". { "ignorechainwithdepth": 3 }]` in eslintconfig.,neutral
prettier/prettier,eslint,2017-09-17T23:08:01Z,prettier doesn't respect eslint config whatever. you should turn off that rule.that being said. could you provide an example?,positive
prettier/prettier,eslint,2017-09-17T23:14:13Z,prettier-eslint will run prettier --write. then eslint --fix. if you temporarily turn off eslintintegration. then reformat. is it still formatted the same?,positive
prettier/prettier,eslint,2017-09-17T23:28:55Z,looks like prettier will put it on multiple lines. and eslint --fix isn't aggressive enough to restore it to one line. both tools are working as intended. there's just a bit of incompatibility between them.,positive
prettier/prettier,eslint,2017-09-18T18:19:19Z,nice. so. to sum up. you've made prettier-eslint but for stylelint.  feel free to send a pr if you want prettier-stylelint in the "related project" section of the readme.note that the css support in prettier is far from done. if you find any bugs or ugly formatting. totally feel free to open issues :),positive
prettier/prettier,eslint,2017-09-20T04:26:58Z,could you take a look at what eslint does when you enable their flag to enforce all trailing commas?,neutral
prettier/prettier,eslint,2017-09-20T04:46:14Z,with the eslint rule `comma-dangle` set to `["error". "always"]`. eslint doesn't seem to care if there's a comma there; it prints no errors with it there. and prints no errors without it there. if you set it to `["error". { "functions": "always" }]`. then it requires it. but it also changes it to this when run with `--fix`:```js[].foreach(x. =>  foo(x. someparticularlylongparameternametomakethislineoverflow.).);```which is actually a syntax error. so i'd be surprised if people are using `["error". { "functions": "always" }]` (at least without `arrow-parens` to protect them from the syntax error).,negative
prettier/prettier,eslint,2017-09-20T11:36:07Z,lydell why not do it as an option? while there is an `eol-last` rule in eslint i think it's good idea to have the similar option for prettier. not to format file twice.,neutral
prettier/prettier,eslint,2017-09-22T00:24:51Z,prettier would not change your single-quoted strings into template literals. so this may be an eslint rule. if you are using the prettier eslint integration.,positive
prettier/prettier,eslint,2017-09-22T05:57:40Z,i still works. yes,neutral
prettier/prettier,eslint,2017-09-27T23:17:02Z,> you mean kinda like how eslint works? no configuration. no linting. i think eslint and prettier are fundamentally different applications. with eslint you are required to opt **in** to a set of rules. so it makes sense not to run it if there's no config. prettier on the other hand is opinionated and designed to run with no configuration.,positive
prettier/prettier,eslint,2017-09-28T17:43:56Z,it's definitely the config file doing it.when i have a `.prettierrc` file with these options. it breaks:```{  "eslintintegration": true.  "semi": false.  "singlequote": true}```when i have no such file. it works.the `eslintintegration` option is used by some editors as a setting lookup. and previously didn't cause any trouble.,negative
prettier/prettier,eslint,2017-09-29T05:11:17Z,when running the build scripts. it says this at the end:```how to test against dist:  1) node_env=production yarn test```i've tried that. and everything passes. it would be nice to construct a test that would fail there.btw. i also need to test this with eslint-plugin-prettier. might be more rollup:ed files to tweak.,negative
prettier/prettier,eslint,2017-09-29T05:21:21Z,i've tested with eslint-plugin-prettier now. i've force-pushed a fix to also do the module.parent thing in index.js.,neutral
prettier/prettier,eslint,2017-10-01T20:01:09Z,duailibe can the webpack loader use `eslint --fix`? if so. `eslint-plugin-prettier` might be appropriate. inclusion in `create-react-app` could be great imo.,positive
prettier/prettier,eslint,2017-10-01T22:28:10Z,awesome. i might be able to submit a pr for that in a couple weeks. but if someone else can do it that'd be great. azz that's much less of an issue if it's run with `--fix`. right? it just fixes it for you. it actually reduces the number of annoying eslint errors you have to deal with. regardless. it's a good point – prettier *could* be used as a warning instead of an error. though that has it own set of problems (other developers will see changes when they edit the file b/c you didn't run prettier yourself). on a separate note. i'll dig around and see if airbnb might be interested in pulling prettier into their official recommendations (i don't think they are).,positive
prettier/prettier,eslint,2017-10-05T22:47:01Z,for me using "prettier/prettier": ["error". { "singlequote": true }] saves as double quotes.i'd like to save as single if i can.  are there additional steps i need to be taking?  i'm a mac vscode user. not sure if that matters.,positive
prettier/prettier,eslint,2017-10-07T18:36:14Z,> prettier disables eslint formatting rules by default.no. prettier knows nothing about eslint at all. perhaps you are confused by some editor integration or something you use to run prettier?there should be no problems at all letting eslint sort your imports. and prettier format your code. can you clarify what your problem is and how to reproduce it?,positive
prettier/prettier,eslint,2017-10-08T00:02:54Z,those rules are disabled because prettier enforces them. not eslint.,positive
prettier/prettier,eslint,2017-10-09T17:19:16Z,if you want this behavior. you can use prettier-eslint with the 'quotes' eslint rule.,neutral
prettier/prettier,eslint,2017-10-10T01:53:30Z,yes. here is the specific eslint config `rules` entry to match `--single-quote`:```json{ "quotes": ["error". "single". { "avoidescape": true }] }```thanks for the speedy response guys. i did spend about 5 mins searching the repo for past issues but that rationale.md doc must have slipped through the cracks,negative
prettier/prettier,eslint,2017-10-13T14:58:54Z,theednaffattack it works for me.,neutral
prettier/prettier,eslint,2017-10-14T05:56:54Z,azz can't we keep this rule under default rules section?,neutral
prettier/prettier,eslint,2017-10-14T05:59:31Z,it's better to use .prettierrc because more tools (editors) will respect it.,positive
prettier/prettier,eslint,2017-10-14T06:03:31Z,azz got it. thanks.,positive
sroze/ngInfiniteScroll,sauce,2015-04-10T19:28:37Z,p.s. i don't know why tests in saucelabs has been failed. on my local browser that worked fine.,positive
NodeRedis/node_redis,mocha,2016-01-03T02:24:33Z,bridgear thought i'd try out the `--cache` flag for performance. the actual important update is getting rid of:`./node_modules/.bin/_mocha`. the new library we're using for spawning doesn't like absolute paths on windows.,negative
sequelize/sequelize,jasmine,2013-07-16T14:48:50Z,bah inaccurate jasmine tests :/ nothing major. i'll probably end up re-writing jasmine before this pr actually gets submitted.,neutral
sequelize/sequelize,jasmine,2013-07-22T16:13:00Z,i'll let you know once i reintegrate this with the new buster tests.. i think jasmine was the fuck up here.,negative
swagger-api/swagger-ui,selenium,2015-08-06T15:25:53Z,fix timing issues in unit-tests. using a hard-coded delay 200ms when waiting for the page to load is a recipe for intermittent test failures. a better solution is to use `webdriver.until` and actively wait until the page is loaded (the title is set).also the delay 3000ms is not always enough for the selenium webdriver to initialise the browser. i am proposing to increase this delay a bit.,negative
cujojs/most,eslint,2016-05-16T13:18:17Z,closing. since we switched a while ago to eslint.,neutral
caolan/async,eslint,2016-10-15T17:11:05Z,failing cause eslint apparently depends on node 4,neutral
nightwatchjs/nightwatch,mocha,2016-01-09T20:37:19Z,are you using mocha as the test runner? does the issue still happen if you try using the built-in runner?,neutral
nightwatchjs/nightwatch,mocha,2016-01-21T00:25:16Z,i am using mocha as the test runner. set in the `nightwatch.json` file (copied down below). and i'm using `browser.expect()` and it's still not showing up in the total count when it fails. is that what you mean by the built-in runner?``` json{..."test_runner" : {    "type" : "mocha".    "options" : {      "ui" : "bdd".      "reporter" : "list"    }...}```,negative
rickbergfalk/sqlpad,eslint,2018-05-22T13:43:36Z,thanks clach04 looks really good so far! any thoughts on how this could be made testable on other setups? docker has been a nice way to provide a database across a variety of platforms. but understandably not all databases have that as an option.i only ask because i'd want a low-friction way to run the tests myself if an issue came up or i end up refactoring the way the db integrations are done. i suppose the odbc test doesn't need to be an actian test specifically - just something to test the integration with the odbc lib.on the other hand... if this is left as a separate step by the end user and not something supported out of the box via an `npm install sqlpad -g`. then i'd be fine bringing this in and not having flexible tests for it right away. adding documentation disclosing there will be some extra work to get this up and running :)just some minor nit-picks on style... i've been trying to use `const` and `let` over `var` for variable declarations. and moving away from single-line conditionals (is that even what they are called?) and favoring something like ```jsif (config.user) {  cn = cn + ';uid=' + config.user;}```not a big deal though -  i haven't been able to go through and clean everything up yet and i have yet to set up the eslint rules for stuff like this.,negative
formly-js/angular-formly,karma,2015-06-03T22:44:57Z,finally done!,neutral
formly-js/angular-formly,karma,2015-06-10T18:29:21Z,looks like the build is breaking because `sinon` recently stopped publishing a `pkg` file and `karma-sinon` attempts to add the `sinon` file from `pkg` to the `files` in the karma config. i'll look into that problem. then this will get merged. thanks!,negative
formly-js/angular-formly,karma,2015-06-15T17:22:14Z,why don't we create a library for this? i want to use this in other projects. here's the api i envision...i install your library as a dependency. we'll call it `better-npm-run` for now... then in my `package.json`. i do this:``` json{  "scripts": {    "build:dist": "better-npm-run".    "test": "better-npm-run"  }.  "betterscripts": {    "build:dist": "node_env=development webpack --config $npm_package_webpack --progress --colors".    "test": "node_env=test karma start"  }}```or something like that? it would just be nice to have all my scripts right in the package.json.and the library would manage ensuring that setting environment variables work cross-platform. what do you think?,negative
formly-js/angular-formly,karma,2015-06-15T18:57:44Z,would this kind arrangement look ok? or is it too verbose?```{  "scripts": {    "build:dist": "better-npm-run".    "test": "better-npm-run"  }.  "betterscripts": {    "build:dist": {        "command": "webpack --config $npm_package_webpack --progress --colors".        "env": {            "node_env": "development"        }    }.    "build:prod": {        "command": "webpack --config $npm_package_webpack --progress --colors".        "env": {            "node_env": "production"        }    }.    "build": [        {            "run": "build:dist"        }.        {            "run": "build:prod"        }    ].    //...    "test": {        "command": "karma start".        "env": {            "node_env": "test"        }    }  }}```,neutral
firebase/firepad,karma,2014-11-06T23:53:45Z,updated karma test reporter and integrated with coveralls. mikelehen - please review and merge. just getting this repo up-to-date with the latest and greatest tools in all of our open source repos.,positive
firebase/firepad,karma,2014-11-06T23:58:19Z,fyi that you can click the coverage badge above to see a full coverage report for this repo. you will probably have to sign in with your github account. it may be useful to make the test suite even better and catch things which are not currently being tested. let me know if you have questions.,positive
linkedin/dustjs,jasmine,2013-06-01T02:38:04Z,would be upto doing a pr to fix the jasmine?,neutral
